통제번호,키워드1,키워드2,키워드3
1C232.,헬륨; 헬륨-3; Helium; Helium-3,,장치; 제품; 혼합물; device; mixture; product
1C233.,리튬; 농축리튬; 리튬-6; lithium; lithium-6,,원소; 장치; 제품; 합금; 부산물; 제조물; 폐기물; 혼합물; 화합물; alloy; compound; device; element; manufacture; mixtures; scrap; waste
1C234.,지르코늄; Zirconium,하프늄; hafnium,금속; 제품; 합금; 부산물; 제조물; 폐기물; 화합물; alloy; compound; manufacture; metal; scrap; waste
1C235.,트리튬; 삼중수소; tritium,수소; hydrogen,원소; 장치; 제품; 제조물; 혼합물; 화합물; compound; device; element; manufacture; mixtures
1C236.,라듐; 퀴륨; 토륨; 악티늄; 우라늄; 폴로늄; 가돌리늄; 캘리포늄; 플루토늄; 아인슈타이늄; 방사성 핵종; Ac; Actinium; Californium; Cf; Cm; Curium; Einsteinium; Es; Gadolinium; Gd; Plutonium; Po; Polonium; Pu; Ra; Radionuclide; Radium; Th; Thorium; U; Uranium,중성자 선원; 알파-중성자 반응; alpha-n reaction; neutron source; α-n reaction,
1C237.,라듐; 라듐-226; Ra; Radium; Radium-226,,원소; 장치; 제품; 합금; 제조물; 혼합물; 화합물; alloy; compound; device; element; manufacture; mixture; product
1C238.,삼불화염소; chlorine trifluoride,불소화합물,
1C239.,폭발; 폭발물; 고폭발물; explosive; High explosive,,혼합물; mixture
1C240.,니켈금속; 니켈분말; nickel metal; Nickel powder,니켈; nickel,
1C241.,레늄; Rhenium,텅스텐; tungsten,원소; 합금; 실린더; alloy; cyliner; element
1C350.,독성화학물질; 독성화학작용제; 화학무기작용제; 화학무기전구체; chemical weapon agent; chemical weapon precursor; precursor; toxic chemical; toxic chemical agent,화학물질; 화학 혼합물; Chemical; chemical mixtures,혼합물; 화합물; compound; mixture
1C350.1.,티오디글리콜; 티오디에틸렌글리콜; 싸이오다이에틸렌 글리콜; Thiodiethanol; Thiodiglycol,,
1C350.10.,하이드록시-1-메틸디페리딘; 3-하이드록시-1-메틸피페리딘; 3-Hydroxy-1-methylpiperidine; Hydroxy-1-methylpiperidine,,
1C350.11.,"1-(Diisopropylamino)-2-chloroethane; 2-Chloroethyldiisopropylamine; 2-클로로-N,N-다이아이소프로필에틸아민; N,N-디이소프로필-베타-아미노에틸클로라이드; N,N-Diisopropyl-2-chloroethanamine; N,N-Diisopropyl-(beta)-aminoethyl chloride",,
1C350.12.,"2-(diisopropylamino)ethane-1-thiol; 2-(DIISOPROPYLAMINO)-ETHANETHIOL; N,N-디이소프로필-베타-아미노에탄티올; N,N-Diisopropyl-(beta)-aminoethane thiol",,
1C350.13.,3-퀴누클리딘올; 3-퀴뉴클리디놀; 3-Quinuclidinol; Quinuclidinol,,
1C350.14.,불화가리; 불화칼륨; 플루오르화칼륨; Potassium fluoride,,
1C350.15.,에틸렌클로로히드린; 에틸렌클로로하이드린; 2-클로로에탄올; 2-Chloroethanol; Chloroethanol,,
1C350.16.,디메틸아민; 다이메틸아민; Dimethylamin; Dimethylamine,,
1C350.17.,디에틸에틸포스포네이트; 디에틸에틸포스포네이트; Diethyl ethylphosphonate; Diethylethylphosphonate,,
1C350.18.,"Diethyl-N,N-dimethylphosphoramidate; DIMETHYLPHOSPHORAMIDICACIDDIETHYLESTER; 디에틸N,N-디메틸포스포라미데이트",,
1C350.19.,디에틸포스파이트; 다이에틸하이드로겐포스파이트; diethylacidphosphite; Diethyl phosphite,,
1C350.2.,산화염화인; 옥시염화인; 염화포스포릴; 포스포러스옥시클로라이드; fosforoxychloride; Phosphorus oxychloride; PHOSPHORYL CHLORIDE,,
1C350.20.,디메틸아민하이드로클로라이드; Dimethylamine hydrochloride; METHANAMINEHYDROCHLORIDE,,
1C350.21.,에틸포스피닐디클로라이드; 에틸포스포닉다이클로라이드; Dichloroethylphosphineoxide; Ethylphosphinyl dichloride,,
1C350.22.,에틸포스포닐디클로라이드; 에틸포스포닉다이클로라이드; Dichloroethylphosphineoxide; Ethylphosphonyl dichloride,,
1C350.23.,에틸포스포닐디플루오라이드; 에틸포스폰일다이플루오라이드; Ethylphosphonyl difluoride; Ethylphosphonyldifluoride,,
1C350.24.,불산; 무수불산; 불화수소; 플루오린화 수소; hydrofluoric acid; Hydrogen fluoride,hydrofluoric,
1C350.25.,메틸벤질레이트; Methyl benzilate; methyldiphenylglycollate; Methyldiphenylplycollate,,
1C350.26.,다이클로로메틸포스핀; 메틸포스피닐디클로라이드; METHYLDICHLOROPHOSPHINE; Methylphosphinyl dichloride; methylphosphonousdichloride,,
1C350.27.,"디이소프로필아미노에탄올; 2-(다이아이소프로필아미노)에탄올; 2-Diisopropylaminoethanol; N,N-디이소프로필-베타-아미노에탄올; N,N-Diisopropyl-(beta)-amino ethanol",,
1C350.28.,"피나콜릴알코올; 3,3-디메틸-2-부틴; 3,3-DIMETHYL-2-BUTANOL; PINACOLYILALCOHOL; Pinacolyl alcohol",,
1C350.29.,에이젠트큐엘; N-[2-(ethoxy-methyl-phosphanyl)oxyethyl]-N-propan-2-yl-propan-2-amine; O-Ethyl O-2- diisopropylaminoethyl methylphosphonite; O-에틸 O-2-디이소프로필아미노에틸메틸포스포나이트,,
1C350.3.,다이메틸메틸포스폰산; 디메틸메틸포스포네이트; 메틸인산디메틸에스테르; 다이메틸 메틸포스폰산; Dimethyl methylphosphonate; DMMP,,
1C350.30.,아인산트리에틸; 트라이에틸아인산염; 트리에틸포스파이트; Phosphorus ether; Triethyl phosphite,,
1C350.31.,삼염화비소; 삼염화비소; 비소트라이클로라이드; 비소트라이클로라이드; 아르세닉트리클로라이드; ARSENIC CHLORIDE; Arsenic trichloride; Trichloroarsine,,
1C350.32.,벤질산; Benzilic acid; Diphenylglycollic acid,,
1C350.33.,"디에틸메틸포스포나이트; diethoxyphosphine; Diethyl methylphosphonite; O,O-다이에틸메틸포스포나이트",,
1C350.34.,디메틸에틸포스포네이트; 다이메틸에틸포스포네이트; Dimethyl ethylphosphonate; DIMETHYLETHYLPHOSPHONATE,,
1C350.35.,에틸포스피닐디플루오라이드; Ethylphosphinyl difluoride; Phosphonousdifluoride,,
1C350.36.,메틸포스피닐디플루오라이드; Methylphosphinyl difluoride; Phosphonousdifluoride,,
1C350.37.,3-퀴뉴클리돈; 3-Quinuclidone; QUINUCLIDIN-3-ONE,,
1C350.38.,오염화인; 오염화인; 포스포러스펜타클로라이드; 포스포러스펜타클로라이드; Phosphorpentachloride; Phosphorus pentachloride,,
1C350.39.,"피나콜론; 피나콜린; 3,3-다이메틸-2-부타논; 3,3-다이메틸-2-뷰탄온; Pinacolone",,
1C350.4.,메틸포스포닐디플루오라이드; 메틸포스포닐다이플루오라이드; methyldifluorophosphite; Methyldifluorophosphite; Methylphosphonyldifluoride,,
1C350.40.,시안화칼륨; CYANOGENPOTASSIUM; Potassium cyanide,,
1C350.41.,이불화칼륨; 산성불화칼륨; bifluoruredepotassium; Potassium bifluoride,,
1C350.42.,불화암모늄; 산성불화암모늄; 이플루오르화암모늄; 플루오르화산암모늄; 이플루오르화수소암모늄; Ammonium bifluoride; ammoniumhydrofluoride,,
1C350.43.,이불화나트륨; 중불화나트륨; Sodium bifluoride,,
1C350.44.,오신; 카리듐; 불화소다; 불화나트륨; 안티부리트; 지마플루오르; 플루오라이드; Sodium fluoride,,
1C350.45.,청조; 청산소다; 청화소다; 청산나트륨; 시안화나트륨; 사이안화 나트륨; 시안화 소다; Sodium cyanide,,
1C350.46.,트롤아민; 트리에탄올아민; 니트로트리에탄올; 트리히드록시트리에틸아민; Triethanolamine,,
1C350.47.,황화인; 오황화인; 삼황화사인; 오이황화인; 포스포러스설파이드; 포스포러스펜타설파이드; Phosphoruspentasulfide; Phosphorus pentasulphide,,
1C350.48.,디이소프로필아민; 다이아이소프로필아민; Di-isopropylamine; Isodipropylamine,,
1C350.49.,디에틸아미노에탄올; 다이에틸아미노에탄올; Diethylaminoethanol,,
1C350.5.,메틸포스폰디염화물; 메틸포스폰이염화물; 메틸포스폰이염화물; 메틸포스포닐디클로라이드; 메틸포스포닉다이클로라이드; methanephosphonylchloride; methylphosphonylchloride; methylphosphonyldichloride; Methylphosphonyl dichloride,,
1C350.50.,황화소다; 황화나트륨; 테트라브로모비페닐에테르; Sodium sulphide,,
1C350.51.,일염화황; 일염화유황; 설퍼모노클로라이드; 설퍼모노클로라이드; Sulphur monochloride,,
1C350.52.,이염화유황; 황디염화물; 황이염화물; 설퍼디클로라이드; 황화다이클로라이드; Sulphur dichloride,,
1C350.53.,트리에탄올아민염산염; 트리에탄올아민하이드로클로라이드; Triethanolamine hydrochloride; TRIETHANOLAMINEHYDROCHLORIDE,,
1C350.54.,"2-다이아이소프로필아미노에틸클로라이드하이드로클로라이드; 2-Diisopropylaminoethylchloridehydrochloride; N,N-디이소프로필-2-아미노염화에틸염산염; N,N-Diisopropyl-(Beta)-aminoethyl chloride hydrochloride",,
1C350.55.,메틸포스폰산; 메틸포스포닉산; METHANEPHOSPHONICACID; Methylphosphonic acid,,
1C350.56.,다이에틸메틸포스폰산; 디에틸메틸포스포네이트; diethylmethanephosphate; Diethyl methylphosphonate; Diethylmethylphosphonate,,
1C350.57.,"N,N-다이메틸포스포라믹다이클로라이드; N,N-디메틸아미노포스포릴디클로라이드; N,N-Dimethylaminophosphoryl dichloride; N,N-DIMETHYLPHOSPHORAMIDODICHLORIDATE",,
1C350.58.,트리이소부틸포스파이트; 트리이소프로필포스파이트; 트라이아이소프로필아포스프산; Triisopropyl phosphite,,
1C350.59.,에틸디에탄올아민; Ethyldiethanolamine; N-Ethyldiethanolamine,,
1C350.6.,다이메틸무기인산; 디메틸포스파이트; 다이메틸포스포네이트; 다이메틸히드로겐포스피트; dimethylacidphosphite; Dimethyl phosphite; DIMETHYL PHOSPHONATE; DMHP; DMP,,
1C350.60.,"O,O-디에틸포스포로티오에이트; O,O-Diethyl phosphorothioate; O,O-DIETHYLPHOSPHOROTHIOATE",,
1C350.61.,"Diethylphosphorodithioate; O,O-디에틸포스포로디티오에이트; O,O-디에틸수소포스포로디씨오에이트; O,O-Diethyl phosphorodithioate",,
1C350.62.,규화불화나트륨; 옥불화규산나트륨; 헥사플루오로규산나트륨; 나트륨실리콘플루오르화물; 나트륨헥사플루오로규산염; 헥사플루오로실리케이트나트륨; Sodium hexafluorosilicate,,
1C350.63.,메틸포스포노티오익디클로라이드; 메틸포스포노티오익다이클로라이드; Methylphosphonothioic dichloride; METHYLPHOSPHONOTHIOICDICHLORIDE,,
1C350.64.,디에타민; 디에틸아민; 다이에틸아민; Diethamine; Diethylamine,,
1C350.65.,"N,N-디이소프로필아미노에탄티올염산염; N,N-Diisopropylaminoethanethiol hydrochloride",,
1C350.66.,메틸 디클로로포스페이트; Methyl dichlorophosphate,클로로포스페이트; chlorophosphate,포스페이트; phosphate
1C350.67.,에틸 디클로로포스페이트; Ethyl dichlorophosphate,클로로포스페이트; chlorophosphate,포스페이트; phosphate
1C350.68.,메틸 디플루오로포스페이트; Methyl difluorophosphate,플루오로포스페이트; fluorophosphate,포스페이트; phosphate
1C350.69.,에틸 디플루오로포스페이트; Ethyl difluorophosphate,플루오로포스페이트; fluorophosphate,포스페이트; phosphate
1C350.7.,삼염화인; 트라이클로로포스핀; 포스포러스트리클로라이드; 염화인(III); Phosphorus trichloride; trichloro-phosphin; Trichlorophosphine,,
1C350.70.,디에틸 클로로포스파이트; Diethyl chlorophosphite,클로로포스파이트; chlorophosphite,포스파이트; phosphite
1C350.71.,메틸 클로로플루오로포스페이트; Methyl chlorofluorophosphate,플루오로포스페이트; fluorophosphate,포스페이트; phosphate
1C350.72.,에틸 클로로플루오로포스페이트; Ethyl chlorofluorophosphate,플루오로포스페이트; fluorophosphate,포스페이트; phosphate
1C350.73.,"N,N-디메틸포름아미딘; N,N-Dimethylformamidine",포름아미딘; formamidine,아미딘; amidine
1C350.74.,"N,N-디에틸포름아미딘; N,N-Diethylformamidine",포름아미딘; formamidine,아미딘; amidine
1C350.75.,"N,N-디프로필포름아미딘; N,N-Dipropylformamidine",포름아미딘; formamidine,아미딘; amidine
1C350.76.,"N,N-디이소프로필포름아미딘; N,N-Diisopropylformamidine",포름아미딘; formamidine,아미딘; amidine
1C350.77.,"N,N-디메틸아세트아미딘; N,N-Dimethylacetamidine",아세트아미딘; acetamidine,아미딘; amidine
1C350.78.,"N,N-디에틸아세트아미딘; N,N-Diethylacetamidine",아세트아미딘; acetamidine,아미딘; amidine
1C350.79.,"N,N-디프로필아세트아미딘; N,N-Dipropylacetamidine",아세트아미딘; acetamidine,아미딘; amidine
1C350.8.,메틸아인산염; 아인산트리메틸; 트리메틸포스파이트; 트라이메틸포스파이트; METHYL PHOSPHITE; TMP; Trimethyl phosphite,,
1C350.80.,"N,N-디메틸프로판아미딘; N,N-Dimethylpropanamidine",프로판아미딘; propanamidine,아미딘; amidine
1C350.81.,"N,N-디에틸프로판아미딘; N,N-Diethylpropanamidine",프로판아미딘; propanamidine,아미딘; amidine
1C350.82.,"N,N-디프로필프로판아미딘; N,N-Dipropylpropanamidine",프로판아미딘; propanamidine,아미딘; amidine
1C350.83.,"N,N-디메틸부탄아미딘; N,N-Dimethylbutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.84.,"N,N-디에틸부탄아미딘; N,N-Diethylbutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.85.,"N,N-디프로필부탄아미딘; N,N-Dipropylbutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.86.,"N,N-디이소프로필부탄아미딘; N,N-Diisopropylbutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.87.,"N,N-디메틸이소부탄아미딘; N,N-Dimethylisobutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.88.,"N,N-디에틸이소부탄아미딘; N,N-Diethylisobutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.89.,"N,N-디프로필이소부탄아미딘; N,N-Dipropylisobutanamidine",부탄아미딘; butanamidine,아미딘; amidine
1C350.9.,염화술피닐; 염화티오닐; 설피닐클로라이드; 티오닐클로라이드; 티오닐다이클로라이드; 설포러스다이클로라이드; 설포러스옥시클로라이드; sulfinylchloride; Sulfoxidechloride; Thionyl chloride,,
1C350.90.,디프로필아민; Dipropylamine,프로필아민; propylamine,아민; amine
1C351.,,인체 및 동물병원균; Human and Animal Pathogens,독소; 병원균; 동물병원균; 인체병원균; Pathogen
1C351.a.,,바이러스; virus,
1C351.a.1.,아프리카마역 바이러스; African horse sickness virus,,
1C351.a.10.,콩고-크리미안출혈열 바이러스; Congo-Crimean haemorrhagic fever virus,,
1C351.a.11.,도브라바-베오그라드 바이러스; Dobrava-Belgrade virus,,
1C351.a.12.,동부마뇌염 바이러스; Eastern equine encephalitis virus,,
1C351.a.13.,에볼라 바이러스; Ebola virus,,
1C351.a.14.,구제역 바이러스; Foot-and-mouth disease virus,,
1C351.a.15.,산양두 바이러스; Goat pox virus,,
1C351.a.16.,구아나리토 바이러스; Guanarito virus,,
1C351.a.17.,한탄 바이러스; Hantaan virus,,
1C351.a.18.,헨드라 바이러스; 에쿠인 모르빌리 바이러스 ; Equine morbillivirus; Hendra virus,,
1C351.a.19.,일본뇌염 바이러스; Japanese encephalitis virus,,
1C351.a.2.,아프리카돼지열 바이러스; African swine fever virus,,
1C351.a.20.,후닌 바이러스; Junin virus,,
1C351.a.21.,캬사늘숲질환 바이러스; Kyasanur Forest disease virus,,
1C351.a.22.,라구나네그라 바이러스; Laguna Negra virus,,
1C351.a.23.,라사 바이러스; Lassa virus,,
1C351.a.24.,루우핑 일 바이러스; Louping ill virus,,
1C351.a.25.,루요 바이러스; Lujo virus,,
1C351.a.26.,피부사상균 바이러스; Lumpy skin disease virus,,
1C351.a.27.,림프구성맥락수막염 바이러스; Lymphocytic choriomeningitis virus,,
